Name,Devanagari,Sandhi,English,Etymology,YogaSeries,Before,After,Ashtanga,Yin,Baptiste,SeriesHot,Categories,Open,OpenAsana,Stable,StableAsana,Preparation,Counterposes,ID
Purvatanasana,पूर्वोत्तानासन​,Pūrvottānāsana,Upward Plank Pose,Pūrva = east; Uttāna = intense stretch,yoga cikitsā,Paścimottānāsana C,Pūrvottānāsana,x,,,,8,"Foot dorsiflexors, hip flexors, abdominals, chest, shoulder flexors and elevators, throat.","[[Añjanēyāsana]], [[Prasāritapādottānāsana C]], [[Ūrdhva Dhanurāsana]], [[Uṣṭrāsana]], [[Vīrabhadrāsana A]].","Wrist synergists, internal rotators of the arm, shoulder stabilizers (emphasis retractors, depressors), throat, back extensors, transversus abdominis, hip extensors and adductors, calves.","[[Adhomukhaśvānāsana]], [[Ardhottānāsana]], [[Chaturāṅgadaṇḍāsana]], [[Daṇḍāsana]], [[Matsyāsana]], [[Nāvāsana]], [[Phalakāsana]], [[Śalabhāsana A]] and [[Śalabhāsana B]], [[Sarvāṅgāsana]], [[Ūrdhva Dhanurāsana]], [[Vajrāsana A]], [[Tāḍāsana]], [[Ūrdhva Dhanurāsana]], [[Ūrdhvamukhaśvānāsana]], [[Uṣṭrāsana]], [[Vasiṣṭhāsana]].","Eka Pada Variation, “flipping” your [[Adhomukhaśvānāsana]]","[[Adhomukhaśvānāsana]], [[Bhuja]], [[Bālāsana]], [[Supta Matsyendrāsana]], [[Paścimottānāsana]].",110
Raja Kapotasana,राजकपोतासन,Rājakapotāsana,King Pigeon Pose,Rāja = king; Kapota = pigeon,tṛtīya śreṇī,Naṭarājāsana B,Rājakapotāsana,x,,,,13,"Knee flexors, hip flexors, abdominals, chest, shoulder elevators and flexors, wrist flexors.","[[Bharmanāsana]]. In it’s gradual expression, an  pose for back bends.","Wrist flexors, elbow flexors, rotators of the arm, chest, shoulder stabilizers (emphasis adductors, protractors, and retractors), transversus abdominis, spine extensors, hip extensors, knee extensors, calves.","[[Bharmanāsana]]. In its gradual expression, a preparatory pose for back bends.","[[Ūrdhvamukhaśvānāsana]],[[Rājakapotāsana]], [[Uṣṭrāsana]], [[Bhekāsana]], [[Ekapādabakāsana A]].","[[Adhomukhaśvānāsana]], [[Bālāsana]], [[Supta Matsyendrāsana]], [[Apānāsana]], [[Baddhakoṇāsana B]].",111
Samasthiti,समस्थिति,Samasthiti,Equal Standing Pose,Sama = equal; Sthiti = standing/balance,ādhāra,-,Sūryanamaskāra A,x,,x,Integracion,8,"Chest, shoulder elevators, mind.",[[Tāḍāsana]].,"Intrinsic foot muscles, knee extensors, hip synergists, transversus abdominis, back extensors, shoulder depressors, neck.","[[Bharmanāsana]], [[Tāḍāsana]].","Standing poses, [[Utkaṭāsana]], [[Vṛkṣāsana]].","[[Uttānāsana]], [[Ardhottānāsana]], [[Adhomukhaśvānāsana]], [[Bālāsana]].",112
Sarvangasana,सर्वाङ्गासन​,Sarvāṅgāsana,Shoulder Stand,Sarva = all; Aṅga = limb,samāpana,Paścimottānāsana,Halasana,x,x,x,Entrega,11,"Hip extensors, knee flexors.",A deeply restorative asana that can be practiced on its own or after any sequence.,Hip adductors.,In itself a restorative that can be practiced independently or after any practice.,"Strap thighs together, place sandbag over feet; explore wall-supported Ardha [[Sarvāṅgāsana]] or [[Suptakoṇāsana]].","[[Apānāsana]], [[Baddhakoṇāsana B]], [[Śavāsana]].",113
Savasana,शवासन​,Śavāsana,Corpse Pose,Śava = corpse,samāpana,Utplutih,- ,x,x,x,Entrega,3,Everything.,For integration following practice.,The floor—somewhat.,Final restorative after any practice.,"Often sequenced as the final pose of the practice; restorative pose, slowly transition up to sitting.","At the end of practice, allow at least five minutes in this asana; practice a shorter hold within an asana practice.",114
Setu Bandhasana,सेतुबन्धासन,Setubandhāsana,Bridge Pose,Setu = bridge; Bandha = lock,yoga cikitsā,Ūrdhvamukhapaścimottānāsana,Ūrdhva Dhanurāsana,x,,,,13,"Foot dorsiflexors, knee flexors, hip flexors, abdominals, chest, shoulder retractors, throat.","[[Matsyāsana]], [[Śalabhāsana A]] and [[Śalabhāsana B]], [[Śīrṣāsana]]I, [[Ūrdhva Dhanurāsana]], [[Ūrdhvamukhaśvānāsana]], [[Dvipādaviparītadaṇḍāsana]].","Neck, shoulder protractors, retractors, and adductors, back extensors, transversus abdominis, hip extensors and adductors, internal rotators of the leg, knee extensors, foot dorsiflexors.","[[Añjanēyāsana]], [[Ālāsana]], [[Bhekāsana]], [[Rājakapotāsana]], [[Bharmanāsana]], [[Dhanurāsana]], [[Ekapādarājakapotāsana]],[[Rājakapotāsana]], [[Ūrdhva Dhanurāsana]], [[Śalabhāsana A]] and [[Śalabhāsana B]], [[Śīrṣāsana]], [[Vajrāsana A]], [[Ūrdhva Dhanurāsana]], [[Ūrdhvamukhaśvānāsana]], [[Uṣṭrāsana]], [[Dvipādaviparītadaṇḍāsana]].",This is a peak pose!,"[[Adhomukhaśvānāsana]], [[Śirṣa]], [[Sarvāṅgāsana]], [[Śavāsana]].",115
Shalabhasana A,शलभासन A,Śalabhāsana A,Locust Pose A,Śalabha = locust,nāḍī śodhana,Krouncāsana,Śalabhāsana A,x,,x,Apertura,13,"All: abdominals, hip flexors, knee flexors, foot dorsiflexors, chest, shoulder elevators, neck. A and C: shoulder flexors. B: shoulder extensors.","All [[Marīchyāsana]], [[Bālāsana]], [[Baddhakoṇāsana B]].","Back extensors, hip extensors and adductors, transversus abdominis, shoulder retractors, neck, knee extensors, foot dorsiflexors. A: shoulder extensors, elbow flexors, wrist synergists. B: Shoulder flexors, external rotators of the arm, elbow extensors. C: Shoulder extensors and adductors, wrist synergists.",[[Bharmanāsana]]. The Salabhasana poses are themselves prep for general practice and all back bends.,"[[Dhanurāsana]], [[Bhekāsana]], [[Rājakapotāsana]], [[Ūrdhva Dhanurāsana]].","[[Bālāsana]], [[Marīchyāsana]], [[Baddhakoṇāsana B]], [[Paścimottānāsana]].",116
Shalabhasana B,शलभासन B,Śalabhāsana B,Locust Pose B,Śalabha = locust,nāḍī śodhana,Śalabhāsana A,Śalabhāsana B,x,,x,Apertura,,,,,,,,117
Sirsa,शिर्ष​,Śirṣa,Head Exercises,Śirṣa = head,,,,,x,,,,,,,,,,118
Sirsasana A,शीर्षासन​,Śīrṣāsana,Headstand,Śīrṣa = head,samāpana,Uttana Padasana,Baddha Padmasana,x,,,,11,Shoulder extensors and retractors.,"[[Adhomukhaśvānāsana]], [[Piñchamayūrāsana]], [[Phalakāsana]], [[Śīrṣāsana]]I, [[Baddhakoṇāsana A]], [[Uttānāsana]]; abdominal core work.","Elbow synergists, shoulder stabilizers (emphasis flexors, protractors, retractors), neck, obliques, abdominals, back extensors, hip flexors, adductors, and extensors, internal rotators of the leg, knee extensors.","[[Adhomukhaśvānāsana]], [[Adhomukhavṛkṣāsana]], [[Ardhottānāsana]], [[Ālāsana]], [[Chaturāṅgadaṇḍāsana]], [[Nāvāsana]], [[Phalakāsana]], [[Baddhakoṇāsana A]], [[Ūrdhva Dhanurāsana]], [[Tāḍāsana]], [[Uttānāsana]].","Twist to each side; fold legs into [[Padmāsana]] position, Parsvaikapada Sirsasana, Urdhva [[Daṇḍāsana]].","[[Bālāsana]], [[Adhomukhaśvānāsana]]: relax neck, let head hang, [[Śirṣa]], [[Sarvāṅgāsana]].",119
Sirsasana B,शीर्षासन B,Śīrṣāsana B,Headstand B,Śīrṣa = head; Āsana = posture,,,,,,x,Conexion,11,Shoulder retractors.,"[[Prasāritapādottānāsana B]], [[Ūrdhva Dhanurāsana]], [[Śīrṣāsana]] and its Prep poses.","Wrist synergists, elbow synergists, shoulder stabilizers (emphasis flexors, protractors, retractors), external rotators of the arm, neck, obliques, abdominals, back extensors, hip flexors, adductors, and extensors, internal rotators of the leg, knee extensors.","[[Adhomukhaśvānāsana]], [[Adhomukhavṛkṣāsana]], [[Ardhottānāsana]], [[Ālāsana]], [[Bakāsana B]], [[Chaturāṅgadaṇḍāsana]], [[Nāvāsana]], [[Phalakāsana]], [[Prasāritapādottānāsana A]], [[Baddhakoṇāsana A]], [[Ūrdhva Dhanurāsana]], [[Tāḍāsana]], [[Uttānāsana]].",Arm balance vinyasa: [[Prasāritapādottānāsana A]] to [[Śīrṣāsana]] to [[Bakāsana B]] and back; transition to [[Chaturāṅgadaṇḍāsana]].,"[[Bālāsana]], [[Adhomukhaśvānāsana]], [[Śirṣa]], [[Sarvāṅgāsana]].",120
Skandasana,स्कन्दासन​,Skandāsana,Warrior God Skanda’s Pose,"Named after Skanda, the warrior god",tṛtīya śreṇī,Bhairavāsana,Skandāsana,x,,,,,,,,,,,121
Skandasana A,स्कन्दासन अ,Skandāsana A,Side Lunge Pose A,"Skanda = Hindu god of war (also means ""leap""); Āsana = posture",,,,,,x,Conexion,,,,,,,,122
Supta Konasana,सुप्तकोणासन,Suptakoṇāsana,Reclined Wide-Angle Pose,Supta = reclined; Koṇa = angle,yoga cikitsā,Upaviṣṭhakoṇāsana B,Suptakoṇāsana,x,x,,,,,,,,,,123
Supta Kurmasana,सुप्तकूर्मासन,Suptakūrmāsana,Sleeping Tortoise Pose,Supta = sleeping; Kūrma = tortoise,yoga cikitsā,Kūrmāsana,Suptakūrmāsana,x,,,,,,,,,,,124
Supta Matsyendrasana,सुप्त मत्स्येन्द्रासन,Supta Matsyendrāsana,Reclining Lord of the Fishes Pose,Supta = reclining; Matsyendra = lord of the fishes; Āsana = posture,,,,,x,x,Entrega,6,"Back extensors, obliques, top hip adductors, chest, shoulder elevators, knee flexors, calves.","[[Ardha Matsyendrāsana]], [[Apānāsana]], [[Daṇḍāsana]], [[Marīchyāsana C]], [[Tapas]].","Shoulder extensors, depressors, and retractors, obliques, hip flexors and adductors, knee extensors, calves.","[[Adhomukhaśvānāsana]], [[Daṇḍāsana]], [[Nāvāsana]],[[Parivṛttārdhacandrāsana]], [[Parivṛttahastapādāṅguṣṭhāsana]], [[Parivṛttapārśvakoṇāsana]], [[Parivṛttatrikoṇāsana]], [[Parivṛttotkaṭāsana]], [[Ubhayapādāṅguṣṭhāsana]], [[Uttānāsana]].","Arm balances, neutral and twisting; [[Śīrṣāsana]] vinyasa.","[[Apānāsana]], [[Ānandabālāsana]], [[Baddhakoṇāsana B]].",125
Supta Padangusthasana A,सुप्तपादाङ्गुष्ठासन A,Suptapādāṅguṣṭhāsana A,Reclined Hand to Big Toe Pose A,Supta = reclined; Pāda = foot; Aṅguṣṭha = big toe,yoga cikitsā,Suptakoṇāsana,Suptapādāṅguṣṭhāsana A,x,x,,,4,"Grounded leg: foot dorsiflexors, knee flexors, hip flexors. Gesture leg: hip extensors, knee flexors. Back extensors, shoulder elevators, neck.","[[Adhomukhaśvānāsana]], [[Apānāsana]], [[Baddhakoṇāsana B]].","Grounded leg: hip extensors and adductors. Extended leg: hip flexors. Internal rotators of the leg, knee extensors, foot dorsiflexors, obliques, transversus abdominis, shoulder retractors.","In itself a preparation and restorative lala hip extensors and calves. [[Adhomukhaśvānāsana]], [[Daṇḍāsana]], [[Tāḍāsana]], [[Ekapādabakāsana A]].","[[Suptakoṇāsana]], [[Upaviṣṭhakoṇāsana A]], [[Kūrmāsana]], [[Ubhayapādāṅguṣṭhāsana]], [[Ūrdhvamukhapaścimottānāsana]], [[Utthitahastapādāṅguṣṭhāsana A]].","[[Apānāsana]], [[Supta Matsyendrāsana]], [[Sarvāṅgāsana]], [[Śavāsana]].",126
Supta Padangusthasana B,सुप्तपादाङ्गुष्ठासन B,Suptapādāṅguṣṭhāsana B,Reclined Hand to Big Toe Pose B,Supta = reclined; Pāda = foot; Aṅguṣṭha = big toe,yoga cikitsā,Suptapādāṅguṣṭhāsana A,Suptapādāṅguṣṭhāsana B,x,x,,,,,,,,,,127
Supta Trivikramasana,सुप्तत्रिविक्रमासन,Suptatrivikramāsana,Reclined Trivikrama Pose,Supta = reclined; Trivikrama = three steps (an epithet of Vishnu),tṛtīya śreṇī,Gaṇḍabheruṇḍāsana,Suptatrivikramāsana,x,,,,,,,,,,,128
Supta Vajrasana,सुप्त वज्रासन​,Supta Vajrāsana,Reclined Thunderbolt Pose,Supta = reclined; Vajra = thunderbolt,nāḍī śodhana,Kapotāsana B,Supta Vajrāsana,x,,,,,,,,,,,129
Surya Namaskara A,सूर्यनमस्कार A,Sūryanamaskāra A,Sun Salutation A,Sūrya = sun; Namaskāra = salutation,ādhāra,Samasthiti,Sūryanamaskāra B,x,,,,,,,,,,,130
Surya Namaskara B,सूर्यनमस्कार B,Sūryanamaskāra B,Sun Salutation B,Sūrya = sun; Namaskāra = salutation,ādhāra,Sūryanamaskāra A,Pādāṅguṣṭhāsana,x,,,,,,,,,,,131
Tadasana,ताडासन,Tāḍāsana,Mountain Pose,Tāḍa = mountain; Āsana = posture,,,,,,x,Despertar,8,"Abdominal muscles, elbow flexors, hip extensors, shoulder extensors and elevators, chest, elbow flexors.",[[Tāḍāsana]]; in itself a preparatory for all poses requiring shoulder flexion and external rotation of the arm.,"Intrinsic foot muscles, knee extensors, hip synergists, transversus abdominis, back extensors, shoulder depressors and protractors, external rotators of the arm, elbow extensors.","Itself a prep pose for all practice requiring shoulder flexion, external rotation of the arm, and elbow extension. [[Adhomukhaśvānāsana]], [[Baddhakoṇāsana A]].","Stretch to one side, then the other; standing back bend with hands on lower back, Surya Namaskara all types.","[[Tāḍāsana]], [[Uttānāsana]], [[Bālāsana]].",132
Tapas,तपस्,Tapas,Abdominal Exercises,Tapas = heat,,,,,,x,Esfuerzo,14,"Shoulder elevators, hip extensors.","[[Ardha Matsyendrāsana]], [[Supta Matsyendrāsana]], [[Marīchyāsana C]],  [[Nāvāsana]].","Abdominals, obliques, shoulder protractors and retractors, hip flexors and adductors, internal rotators of the leg.","All twists, [[Adhomukhaśvānāsana]], [[Bakāsana B]], [[Bharmanāsana]], [[Chaturāṅgadaṇḍāsana]], [[Daṇḍāsana]], [[Lolasana]], [[Nāvāsana]], [[Ubhayapādāṅguṣṭhāsana]], [[Ūrdhvamukhapaścimottānāsana]].","Other abdominal core movements, [[Nāvāsana]] to Ardha [[Nāvāsana]] and back, [[Supta Matsyendrāsana]], [[Utplutiḥ]], [[Lolasana]].","[[Apānāsana]], [[Supta Matsyendrāsana]], [[Ānandabālāsana]], [[Baddhakoṇāsana B]].",133
Tittibhasana A,तिट्टिभासन A,Tiṭṭibhāsana A,Firefly Pose A,Tiṭṭibha = firefly,nāḍī śodhana,Yoga Nidrāsana,Tiṭṭibhāsana A,x,,,,"10,4","Wrist flexors, elbow flexors, shoulder flexors, back extensors, hip adductors and extensors, knee flexors, ankle dorsiflexors.","[[Adhomukhaśvānāsana]], [[Baddhakoṇāsana B]], [[Bakāsana B]], [[Bhujapīḍāsana]], [[Garuḍāsana]], [[Mālāsana]], [[Prasāritapādottānāsana A]], [[Upaviṣṭhakoṇāsana A]], [[Utthitatrikoṇāsana]].","Wrist synergists, elbow synergists, shoulder stabilizers (emphasis flexors, protractors), external rotators of the arm, chest, abdominals, hip adductors and flexors, pelvic floor, knee extensors, calves.","[[Adhomukhaśvānāsana]], [[Bakāsana B]], [[Bālāsana]], [[Bharmanāsana]], [[Chaturāṅgadaṇḍāsana]], [[Kouṇḍinyāsana B]], [[Kūrmāsana]], [[Mālāsana]], [[Marīchyāsana A]], [[Nāvāsana]], [[Parivṛtta Jānuśīrṣāsana]], [[Prasāritapādottānāsana A]], [[Śīrṣāsana]]I, [[Upaviṣṭhakoṇāsana A]], [[Ūrdhvakukkutāsana]], [[Ekapādabakāsana A]].","Transition to [[Bakāsana B]] then [[Chaturāṅgadaṇḍāsana]], [[Bhujapīḍāsana]].","[[Vinyāsa]], [[Ūrdhvamukhaśvānāsana]], [[Adhomukhaśvānāsana]], [[Bhuja]], [[Bālāsana]].",134
Tittibhasana B,तिट्टिभासन B,Tiṭṭibhāsana B,Firefly Pose B,Tiṭṭibha = firefly,nāḍī śodhana,Tiṭṭibhāsana A,Tiṭṭibhāsana B,x,,,,,,,,,,,135
Tittibhasana C,तिट्टिभासन चC,Tiṭṭibhāsana C,Firefly Pose C,Tiṭṭibha = firefly,nāḍī śodhana,Tiṭṭibhāsana B,Tiṭṭibhāsana C,x,,,,,,,,,,,136
Tri-anga Mukha Eka Pada Pashchimottanasana,त्र्यङ्गमुखैकपादपश्चिमोत्तानासन,Tryaṅgamukhaikapāda Paścimottānāsana,Three-Limbed Forward Bend,Triaṅga = three limbs; Mukha = face; Eka = one; Pāda = foot; Paścima = west; Uttāna = intense stretch,yoga cikitsā,Ardhabaddhapadmapaścimottānāsana,Tryaṅgamukhaikapāda Paścimottānāsana,x,,,,7,"[[Vīrabhadrāsana A]] leg: foot dorsiflexors, knee extensors. Extended leg: calf, knee flexors. Hip extensors, back extensors, shoulder extensors, retractors, and elevators.","[[Daṇḍāsana]], [[Jānuśīrṣāsana A]], [[Paścimottānāsana A]], [[Vīrabhadrāsana A]]","Hip flexors. Extended leg: internal rotators, knee extensors, foot dorsiflexors. Folded leg: internal rotators, knee flexors. Hip adductors, transversus abdominis, back extensors, obliques, shoulder depressors.","[[Adhomukhaśvānāsana]], [[Bharadvājāsana]] and B, [[Bālāsana]], [[Daṇḍāsana]], [[Garuḍāsana]], [[Marīchyāsana A]] and C, [[Pādahastāsana]], [[Pādāṅguṣṭhāsana]], [[Parivṛttotkaṭāsana]], [[Paścimottānāsana A]], [[Vīrabhadrāsana A]].","[[Krouncāsana]], [[Ubhayapādāṅguṣṭhāsana]], [[Ūrdhvamukhapaścimottānāsana]].","[[Ūrdhvamukhaśvānāsana]], [[Adhomukhaśvānāsana]], [[Apānāsana]], [[Ānandabālāsana]], [[Supta Matsyendrāsana]].",137
Trianga Mukhottanasana A,त्रिअंगमुखोत्तनासन A,Triaṅgamukhottanāsana A,Three-Limbed Intense Stretch,"Tri = three, anga = limb, mukha = face/intense, uttana = stretch.",pṛṣṭhavakrāsana,Ūrdhva Dhanurāsana,Paścimottānāsana,x,x,,Apertura,,,,,,,,138
Trianga Mukhottanasana B,त्रिअंगमुखोत्तनासन B,Triaṅgamukhottanāsana B,Three-Limbed Intense Stretch,"Tri = three, anga = limb, mukha = face/intense, uttana = stretch.",pṛṣṭhavakrāsana,Ūrdhva Dhanurāsana,Paścimottānāsana,x,x,,Apertura,,,,,,,,139
Ubhaya Padangusthasana,उभयपादाङ्गुष्ठासन,Ubhayapādāṅguṣṭhāsana,Both Big Toes Pose,Ubhaya = both; Pāda = foot; Aṅguṣṭha = big toe,yoga cikitsā,Suptapādāṅguṣṭhāsana B,Ubhayapādāṅguṣṭhāsana,x,,,,"10,4","Hip extensors, back extensors, shoulder retractors, chest, shoulder elevators, knee flexors, foot dorsiflexors.","[[Adhomukhaśvānāsana]], [[Bharmanāsana]], [[Chaturāṅgadaṇḍāsana]], [[Daṇḍāsana]], [[Nāvāsana]], [[Pādāṅguṣṭhāsana]], [[Pārśvottānāsana]], [[Phalakāsana]], [[Prasāritapādottānāsana D]], [[Suptapādāṅguṣṭhāsana A]], [[Tāḍāsana]], [[Upaviṣṭhakoṇāsana A]], [[Uttānāsana]], [[Utthitahastapādāṅguṣṭhāsana A]] .","Hip flexors, adductors, internal rotators of the leg, knee extensors, foot dorsiflexors, back extensors, abdominals, shoulder protractors and retractors, elbow extensors.","[[Adhomukhaśvānāsana]], [[Ardhottānāsana]], [[Bālāsana]], [[Daṇḍāsana]], [[Marīchyāsana A]], [[Nāvāsana]], [[Pādāṅguṣṭhāsana]], [[Pārśvottānāsana]], [[Prasāritapādottānāsana D]], [[Upaviṣṭhakoṇāsana A]], [[Utthitahastapādāṅguṣṭhāsana A]] .","[[Ūrdhvamukhapaścimottānāsana]], transition to [[Nāvāsana]] and back.","[[Marīchyāsana]] and [[Supta Matsyendrāsana]], [[Baddhakoṇāsana B]], [[Apānāsana]], [[Śavāsana]].",140
Upavishta Konasana A,उपविष्ठकोणासन A,Upaviṣṭhakoṇāsana A,Seated Wide-Angle Pose,Upaviṣṭha = seated; Koṇa = angle,yoga cikitsā,Baddhakoṇāsana B,Upaviṣṭhakoṇāsana A,x,x,x,Apertura,4,"Hip adductors and extensors, internal rotators of the leg, knee flexors, calves, back extensors, chest, elbow flexors.","[[Baddhakoṇāsana B]], [[Daṇḍāsana]], [[Paścimottānāsana A]], [[Prasāritapādottānāsana A]], [[Suptapādāṅguṣṭhāsana A]], [[Utthitatrikoṇāsana]].","Hip flexors, external rotators of the leg, knee extensors, foot dorsiflexors, transversus abdominis, back extensors, shoulder retractors and adductors.","[[Adhomukhaśvānāsana]], [[Agnistambhāsana]], [[Ardhottānāsana]], [[Baddhakoṇāsana B]], [[Bālāsana]], [[Bharmanāsana]], [[Daṇḍāsana]], [[Mālāsana]], [[Pādāṅguṣṭhāsana]], [[Paścimottānāsana A]], [[Prasāritapādottānāsana D]], [[Suptapādāṅguṣṭhāsana A]], [[Ekapādabakāsana A]], [[Utthitahastapādāṅguṣṭhāsana A]] , [[Utthitatrikoṇāsana]], [[Vīrabhadrāsana B]].","[[Kūrmāsana]], transition to [[Tiṭṭibhāsana A]] and [[Bhujapīḍāsana]], rock back to[[Suptakoṇāsana]], and up again.","[[Dhanurāsana]], [[Marīchyāsana C]], [[Vīrabhadrāsana A]], [[Gomukhāsana B]], [[Adhomukhaśvānāsana]], [[Bālāsana]].",141
Upavishta Konasana B,उपविष्ठकोणासन B,Upaviṣṭhakoṇāsana B,Seated Wide-Angle Pose,Upaviṣṭha = seated; Koṇa = angle,yoga cikitsā,Upaviṣṭhakoṇāsana A,Upaviṣṭhakoṇāsana B,x,x,,,,,,,,,,142
Urdhva Dhanurasana,ऊर्ध्व धनुरासन,Ūrdhva Dhanurāsana,Upward Bow Pose,Ūrdhva = upward; Dhanu = bow; Āsana = posture,pṛṣṭhavakrāsana, - ,Paścimottānāsana,x,,x,Apertura,13,"Hip flexors, external rotators of the leg, abdominals, chest, shoulder elevators, retractors and extensors, wrist flexors.","[[Rājakapotāsana]], ashtanga pranam, [[Chaturāṅgadaṇḍāsana]], [[Añjanēyāsana]], [[Phalakāsana]].","Wrist synergists, elbow extensors, external rotators of the arm, shoulder stabilizers (emphasis retractors, protractors, flexors), back extensors, transversus abdominis, hip extensors and adductors, intrinsic foot muscles.","[[Adhomukhaśvānāsana]], [[Adhomukhavṛkṣāsana]], [[Añjanēyāsana]], [[Ālāsana]], [[Rājakapotāsana]], [[Bharmanāsana]], [[Chaturāṅgadaṇḍāsana]], [[Dhanurāsana]], [[Garuḍāsana]] arms, [[Ūrdhva Dhanurāsana]], [[Vajrāsana A]], [[Ūrdhvamukhaśvānāsana]], [[Vīrabhadrāsana A]].","Maintaining parallel positioning of the feet, move hands closer to the feet; Eka Pada [[Ūrdhva Dhanurāsana]], [[Dvipādaviparītadaṇḍāsana]], drop-backs, ticktocks.","[[Apānāsana]], [[Marīchyāsana]], [[Baddhakoṇāsana B]], [[Ānandabālāsana]], [[Bālāsana]], [[Paścimottānāsana]].",143
Urdhva Kukkutasana,ऊर्ध्वकुक्कुतासन,Ūrdhvakukkutāsana,Upward Rooster Pose,Ūrdhva = upward; Kukkuta = rooster,tṛtīya śreṇī,Ūrdhvakukkutāsana C,Ūrdhvakukkutāsana,x,,,,"4,10","Wrist flexors, elbow flexors, shoulder elevators and retractors, back extensors, hip adductors and extensors, internal rotators of the leg, knee extensors.","[[Bakāsana B]] and its Prep poses, [[Padmāsana]] and its Prep poses, [[Śīrṣāsana]]I.","Wrist synergists, elbow synergists, shoulder stabilizers (emphasis flexors, protractors), external rotators of the arm, chest abdominals, hip adductors and flexors, pelvic floor, knee flexors, foot dorsiflexors.","[[Adhomukhaśvānāsana]], [[Agnistambhāsana]], [[Ardhabaddhapadmottānāsana]], [[Bakāsana B]], [[Bhujapīḍāsana]], [[Chaturāṅgadaṇḍāsana]], [[Jānuśīrṣāsana A]], [[Kūrmāsana]], [[Lolasana]], [[Mālāsana]], [[Prasāritapādottānāsana A]], [[Tiṭṭibhāsana A]], [[Utplutiḥ]], [[Ekapādabakāsana A]].",Add to [[Śīrṣāsana]] vinyasa; transition into asana from [[Adhomukhavṛkṣāsana]].,"[[Vinyāsa]], [[Bālāsana]], [[Baddhakoṇāsana B]], [[Bhuja]].",144
Urdhva Kukkutasana A,ऊर्ध्वकुक्कुतासन A,Ūrdhvakukkutāsana A,Upward Rooster Pose,Ūrdhva = upward; Kukkuta = rooster,tṛtīya śreṇī,Durvāsana,Ūrdhvakukkutāsana A,x,,,,,,,,,,,145
Urdhva Kukkutasana B,ऊर्ध्वकुक्कुतासन B,Ūrdhvakukkutāsana B,Upward Rooster Pose,Ūrdhva = upward; Kukkuta = rooster,tṛtīya śreṇī,Ūrdhvakukkutāsana A,Ūrdhvakukkutāsana B,x,,,,,,,,,,,146
Urdhva Kukkutasana C,ऊर्ध्वकुक्कुतासन C,Ūrdhvakukkutāsana C,Upward Rooster Pose,Ūrdhva = upward; Kukkuta = rooster,tṛtīya śreṇī,Ūrdhvakukkutāsana B,Ūrdhvakukkutāsana C,x,,,,,,,,,,,147
Urdhva Mukha Paschimottanasana,ऊर्ध्वमुखपश्चिमोत्तानासन,Ūrdhvamukhapaścimottānāsana,Upward Facing Forward Bend,Ūrdhva = upward; Mukha = face; Paścima = west; Uttāna = intense stretch,yoga cikitsā,Ubhayapādāṅguṣṭhāsana,Ūrdhvamukhapaścimottānāsana,x,,,,"10,4","Hip extensors, back extensors, shoulder retractors, chest, shoulder elevators, knee flexors, foot dorsiflexors.","[[Adhomukhaśvānāsana]], [[Bharmanāsana]], [[Chaturāṅgadaṇḍāsana]], [[Daṇḍāsana]], [[Nāvāsana]], [[Pādahastāsana]], [[Pādāṅguṣṭhāsana]], [[Pārśvottānāsana]], [[Phalakāsana]], [[Prasāritapādottānāsana D]], [[Suptapādāṅguṣṭhāsana A]], [[Tāḍāsana]], [[Upaviṣṭhakoṇāsana A]], [[Uttānāsana]], [[Utthitahastapādāṅguṣṭhāsana A]] .","Hip flexors, adductors, internal rotators of the leg, knee extensors, calves, back extensors, abdominals, shoulder protractors and retractors, elbow extensors.","[[Adhomukhaśvānāsana]], [[Ardhottānāsana]], [[Bālāsana]], [[Daṇḍāsana]], [[Marīchyāsana A]], [[Nāvāsana]], [[Pādāṅguṣṭhāsana]], [[Pārśvottānāsana]], [[Prasāritapādottānāsana D]], [[Paścimottānāsana A]], [[Upaviṣṭhakoṇāsana A]], [[Utthitahastapādāṅguṣṭhāsana A]] .",Transition to [[Nāvāsana]] and back.,"[[Ūrdhvamukhaśvānāsana]], [[Adhomukhaśvānāsana]], [[Apānāsana]], [[Ānandabālāsana]], [[Supta Matsyendrāsana]].",148
Urdhva Mukha Svanasana,ऊर्ध्वमुखश्वानासन,Ūrdhvamukhaśvānāsana,Upward-Facing Dog Pose,Ūrdhva = upward; Mukha = face; Śvāna = dog; Āsana = posture,,,,,,x,Despertar,"13,2","Wrist flexors, elbow flexors, shoulder elevators and retractors, throat, chest, abdominals, hip flexors, knee flexors, calves.","[[Rājakapotāsana]], [[Chaturāṅgadaṇḍāsana]], [[Bhujaṅgāsana]], [[Phalakāsana]], [[Śalabhāsana A]] and [[Śalabhāsana B]], [[Ūrdhva Dhanurāsana]].","Wrist synergists, elbow synergists, external rotators of the arm, chest, shoulder stabilizers (emphasis adductors, protractors, and retractors), transversus abdominis, back extensors, hip flexors, knee extensors, calves.","[[Adhomukhaśvānāsana]], [[Añjanēyāsana]], [[Ardhottānāsana]], [[Ālāsana]], [[Rājakapotāsana]], [[Bharmanāsana]], [[Chaturāṅgadaṇḍāsana]], [[Śalabhāsana A]].","[[Rājakapotāsana]],[[Rājakapotāsana]].","[[Adhomukhaśvānāsana]], [[Ardha Matsyendrāsana]], [[Apānāsana]], [[Bālāsana]].",149
